Point ID,arc_length,div(phi),magR,momentError_0,momentError_1,momentError_2,momentError_Magnitude,nut,nuTilda,p,Points_0,Points_1,Points_2,Points_Magnitude,turbulenceProperties:devReff_0,turbulenceProperties:devReff_1,turbulenceProperties:devReff_2,turbulenceProperties:devReff_3,turbulenceProperties:devReff_4,turbulenceProperties:devReff_5,turbulenceProperties:devReff_Magnitude,turbulenceProperties:epsilon,turbulenceProperties:I,turbulenceProperties:k,turbulenceProperties:L,turbulenceProperties:nuEff,turbulenceProperties:nut,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5,turbulenceProperties:R_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
0,0,-4.93457e-05,0.000725195,5.2364e-05,-0.00106351,0.168267,0.16827,1.48385e-06,0,-0.160111,0,-0.07,1,1.00245,-2.3233e-07,5.3545e-07,-3.0312e-07,-4.2936e-08,-0.00395613,-4.24916e-09,0.00395613,0,0,0,0,1.14838e-05,1.48385e-06,-3.00196e-08,6.91868e-08,-3.91673e-08,-5.54824e-09,-0.000511179,-2.47383e-10,0.000511179,0,0,0,0,1
1,0.000139996,-5.97626e-05,0.00129179,5.25592e-05,-0.00101325,0.160764,0.160767,2.86667e-06,2.69825e-06,-0.160111,0,-0.06986,1,1.00244,-2.27531e-07,3.67291e-07,-1.3976e-07,-4.10371e-08,-0.00392313,-4.84403e-09,0.00392313,0.00335651,0.00612164,0.000505684,0.000132161,1.28667e-05,2.86667e-06,0.000337089,0.000337064,0.000337215,-5.02329e-09,-0.000575668,-8.51078e-10,0.000819969,2.38778e-07,-3.80574e-07,0.029276,0.029276,1
2,0.00028,-7.018e-05,0.00185841,5.27545e-05,-0.000962978,0.153261,0.153264,4.24956e-06,5.39665e-06,-0.16011,0,-0.06972,1,1.00243,-2.22733e-07,1.99123e-07,2.36096e-08,-3.91381e-08,-0.00389013,-5.43893e-09,0.00389013,0.0067132,0.0122436,0.0010114,0.00026433,1.42496e-05,4.24956e-06,0.000674227,0.000674077,0.000674487,-4.49832e-09,-0.000640161,-1.45481e-09,0.0013318,4.77568e-07,-7.61168e-07,0.0585536,0.0585536,1
3,0.000419997,-8.05969e-05,0.002425,5.29497e-05,-0.000912711,0.145759,0.145762,5.63238e-06,8.09491e-06,-0.16011,0,-0.06958,1,1.00242,-2.17934e-07,3.09634e-08,1.8697e-07,-3.72392e-08,-0.00385713,-6.03379e-09,0.00385713,0.0100697,0.0183652,0.00151708,0.000396491,1.56324e-05,5.63238e-06,0.00101135,0.00101107,0.00101174,-3.97337e-09,-0.00070465,-2.0585e-09,0.00188818,7.16346e-07,-1.14174e-06,0.0878297,0.0878297,1
4,0.000560001,-9.10143e-05,0.00299162,5.31449e-05,-0.000862441,0.138256,0.138259,7.01527e-06,1.07933e-05,-0.16011,0,-0.06944,1,1.00241,-2.13135e-07,-1.37205e-07,3.5034e-07,-3.53402e-08,-0.00382413,-6.62869e-09,0.00382413,0.0134264,0.0244872,0.00202279,0.00052866,1.70153e-05,7.01527e-06,0.00134848,0.00134808,0.00134901,-3.44839e-09,-0.000769142,-2.66223e-09,0.0024591,9.55137e-07,-1.52234e-06,0.117107,0.117107,1
5,0.000699997,-0.000101431,0.00355821,5.33401e-05,-0.000812173,0.130754,0.130756,8.39809e-06,1.34916e-05,-0.16011,0,-0.0693,1,1.0024,-2.08337e-07,-3.05364e-07,5.137e-07,-3.34413e-08,-0.00379113,-7.22356e-09,0.00379113,0.0167829,0.0306088,0.00252848,0.000660821,1.83981e-05,8.39809e-06,0.0016856,0.00168508,0.00168627,-2.92345e-09,-0.000833631,-3.26592e-09,0.00303631,1.19391e-06,-1.90291e-06,0.146383,0.146383,1
6,0.000840001,-0.000111849,0.00412483,5.35354e-05,-0.000761903,0.123251,0.123253,9.78098e-06,1.619e-05,-0.16011,0,-0.06916,1,1.00239,-2.03538e-07,-4.73532e-07,6.7707e-07,-3.15423e-08,-0.00375813,-7.81846e-09,0.00375813,0.0201396,0.0367308,0.00303419,0.00079299,1.9781e-05,9.78098e-06,0.00202274,0.00202209,0.00202354,-2.39847e-09,-0.000898124,-3.86965e-09,0.00361686,1.4327e-06,-2.2835e-06,0.175661,0.175661,1
7,0.000979997,-0.000122265,0.00469142,5.37306e-05,-0.000711636,0.115748,0.11575,1.11638e-05,1.88882e-05,-0.16011,0,-0.06902,1,1.00238,-1.98739e-07,-6.41692e-07,8.40431e-07,-2.96434e-08,-0.00372514,-8.41333e-09,0.00372514,0.0234961,0.0428524,0.00353987,0.000925151,2.11638e-05,1.11638e-05,0.00235986,0.00235909,0.00236079,-1.87352e-09,-0.000962613,-4.47335e-09,0.00419931,1.67148e-06,-2.66408e-06,0.204937,0.204937,1
8,0.00112,-0.000132683,0.00525804,5.39258e-05,-0.000661366,0.108245,0.108247,1.25467e-05,2.15866e-05,-0.160109,0,-0.06888,1,1.00237,-1.9394e-07,-8.0986e-07,1.0038e-06,-2.77444e-08,-0.00369214,-9.00822e-09,0.00369214,0.0268528,0.0489744,0.00404558,0.00105732,2.25467e-05,1.25467e-05,0.002697,0.0026961,0.00269806,-1.34855e-09,-0.00102711,-5.07707e-09,0.00478302,1.91027e-06,-3.04467e-06,0.234215,0.234215,1
9,0.00126,-0.0001431,0.00582463,5.4121e-05,-0.000611099,0.100743,0.100745,1.39295e-05,2.42849e-05,-0.160109,0,-0.06874,1,1.00236,-1.89142e-07,-9.78019e-07,1.16716e-06,-2.58455e-08,-0.00365914,-9.60309e-09,0.00365914,0.0302093,0.055096,0.00455127,0.00118948,2.39295e-05,1.39295e-05,0.00303412,0.0030331,0.00303532,-8.23602e-10,-0.00109159,-5.68077e-09,0.00536752,2.14905e-06,-3.42525e-06,0.263491,0.263491,1
10,0.0014,-0.000153517,0.00639126,5.43163e-05,-0.000560829,0.0932401,0.0932418,1.53124e-05,2.69833e-05,-0.160109,0,-0.0686,1,1.00235,-1.84343e-07,-1.14619e-06,1.33053e-06,-2.39465e-08,-0.00362614,-1.0198e-08,0.00362614,0.033566,0.061218,0.00505698,0.00132165,2.53124e-05,1.53124e-05,0.00337125,0.00337011,0.00337259,-2.98627e-10,-0.00115609,-6.2845e-09,0.00595264,2.38784e-06,-3.80584e-06,0.292768,0.292768,1
11,0.00154,-0.000163934,0.00695785,5.45115e-05,-0.000510562,0.0857377,0.0857392,1.66952e-05,2.96815e-05,-0.160109,0,-0.06846,1,1.00234,-1.79544e-07,-1.31435e-06,1.49389e-06,-2.20477e-08,-0.00359314,-1.07929e-08,0.00359314,0.0369225,0.0673396,0.00556266,0.00145381,2.66952e-05,1.66952e-05,0.00370837,0.0037071,0.00370984,2.2632e-10,-0.00122058,-6.88819e-09,0.00653815,2.62662e-06,-4.18642e-06,0.322044,0.322044,1
12,0.00168,-0.000174352,0.00752447,5.47067e-05,-0.000460292,0.0782348,0.0782362,1.80781e-05,3.23799e-05,-0.160109,0,-0.06832,1,1.00233,-1.74745e-07,-1.48251e-06,1.65726e-06,-2.01487e-08,-0.00356014,-1.13878e-08,0.00356014,0.0402792,0.0734616,0.00606837,0.00158598,2.80781e-05,1.80781e-05,0.00404551,0.00404412,0.00404712,7.51295e-10,-0.00128507,-7.49192e-09,0.00712401,2.86541e-06,-4.56701e-06,0.351322,0.351322,1
13,0.00182,-0.000184768,0.00809106,5.49019e-05,-0.000410025,0.0707324,0.0707336,1.94609e-05,3.50782e-05,-0.160109,0,-0.06818,1,1.00232,-1.69947e-07,-1.65067e-06,1.82062e-06,-1.82498e-08,-0.00352714,-1.19826e-08,0.00352715,0.0436357,0.0795832,0.00657406,0.00171814,2.94609e-05,1.94609e-05,0.00438263,0.00438111,0.00438437,1.27624e-09,-0.00134956,-8.09561e-09,0.0077101,3.10419e-06,-4.94758e-06,0.380598,0.380598,1
14,0.00196,-0.000195186,0.00865768,5.50972e-05,-0.000359755,0.0632295,0.0632306,2.08438e-05,3.77766e-05,-0.160108,0,-0.06804,1,1.00231,-1.65148e-07,-1.81884e-06,1.98399e-06,-1.63508e-08,-0.00349415,-1.25775e-08,0.00349415,0.0469924,0.0857052,0.00707977,0.00185031,3.08438e-05,2.08438e-05,0.00471977,0.00471812,0.00472164,1.80122e-09,-0.00141405,-8.69934e-09,0.0082964,3.34298e-06,-5.32818e-06,0.409876,0.409876,1
15,0.0021,-0.000205603,0.00922427,5.52924e-05,-0.000309488,0.0557271,0.055728,2.22266e-05,4.04748e-05,-0.160108,0,-0.0679,1,1.0023,-1.60349e-07,-1.987e-06,2.14735e-06,-1.44519e-08,-0.00346115,-1.31724e-08,0.00346115,0.0503489,0.0918268,0.00758545,0.00198247,3.22266e-05,2.22266e-05,0.00505689,0.00505512,0.0050589,2.32616e-09,-0.00147854,-9.30304e-09,0.00888284,3.58176e-06,-5.70875e-06,0.439152,0.439152,1
16,0.00224,-0.00021602,0.00979089,5.54876e-05,-0.000259218,0.0482243,0.048225,2.36095e-05,4.31732e-05,-0.160108,0,-0.06776,1,1.00229,-1.5555e-07,-2.15517e-06,2.31072e-06,-1.25529e-08,-0.00342815,-1.37673e-08,0.00342815,0.0537056,0.0979488,0.00809117,0.00211464,3.36095e-05,2.36095e-05,0.00539403,0.00539213,0.00539617,2.85114e-09,-0.00154303,-9.90676e-09,0.00946943,3.82055e-06,-6.08935e-06,0.468429,0.468429,1
17,0.00238,-0.000226437,0.0103575,5.56828e-05,-0.00020895,0.0407218,0.0407224,2.49924e-05,4.58715e-05,-0.160108,0,-0.06762,1,1.00228,-1.50752e-07,-2.32333e-06,2.47408e-06,-1.0654e-08,-0.00339515,-1.43622e-08,0.00339515,0.0570621,0.10407,0.00859685,0.0022468,3.49923e-05,2.49924e-05,0.00573114,0.00572913,0.00573342,3.37609e-09,-0.00160752,-1.05105e-08,0.0100561,4.05932e-06,-6.46992e-06,0.497705,0.497705,1
18,0.00252,-0.000236854,0.0109241,5.58781e-05,-0.00015868,0.033219,0.0332194,2.63752e-05,4.85699e-05,-0.160108,0,-0.06748,1,1.00227,-1.45953e-07,-2.4915e-06,2.63745e-06,-8.75499e-09,-0.00336215,-1.49571e-08,0.00336215,0.0604188,0.110192,0.00910256,0.00237897,3.63752e-05,2.63752e-05,0.00606828,0.00606614,0.00607069,3.90106e-09,-0.00167201,-1.11142e-08,0.0106429,4.29812e-06,-6.85051e-06,0.526983,0.526983,1
19,0.00266,-0.000247271,0.0114907,5.60733e-05,-0.000108413,0.0257165,0.0257168,2.77581e-05,5.12681e-05,-0.160108,0,-0.06734,1,1.00226,-1.41154e-07,-2.65966e-06,2.80081e-06,-6.85609e-09,-0.00332915,-1.55519e-08,0.00332916,0.0637753,0.116314,0.00960825,0.00251113,3.77581e-05,2.77581e-05,0.0064054,0.00640313,0.00640795,4.42601e-09,-0.0017365,-1.17179e-08,0.0112297,4.53689e-06,-7.23109e-06,0.556259,0.556259,1
20,0.0028,-0.000257689,0.0120573,5.62685e-05,-5.81433e-05,0.0182137,0.0182139,2.9141e-05,5.39665e-05,-0.160107,0,-0.0672,1,1.00226,-1.36356e-07,-2.82782e-06,2.96418e-06,-4.9571e-09,-0.00329615,-1.61468e-08,0.00329616,0.067132,0.122436,0.010114,0.0026433,3.91409e-05,2.9141e-05,0.00674254,0.00674015,0.00674522,4.95098e-09,-0.00180099,-1.23216e-08,0.0118166,4.77568e-06,-7.61168e-06,0.585536,0.585536,1
21,0.00294,-0.000268106,0.0126239,5.64637e-05,-7.87606e-06,0.0107113,0.0107114,3.05238e-05,5.66648e-05,-0.160107,0,-0.06706,1,1.00225,-1.31557e-07,-2.99598e-06,3.12754e-06,-3.0582e-09,-0.00326316,-1.67417e-08,0.00326316,0.0704885,0.128558,0.0106196,0.00277546,4.05238e-05,3.05238e-05,0.00707966,0.00707714,0.00708247,5.47593e-09,-0.00186548,-1.29253e-08,0.0124036,5.01446e-06,-7.99226e-06,0.614813,0.614813,1
22,0.00308,-0.000276353,0.0129652,5.66121e-05,1.04083e-05,0.00495454,0.00495487,3.24047e-05,5.90691e-05,-0.160107,0,-0.06692,1,1.00224,-1.26256e-07,-3.2917e-06,3.41795e-06,-1.65112e-09,-0.00326391,-1.71394e-08,0.00326391,0.0722886,0.130895,0.0109136,0.00284573,4.24047e-05,3.24047e-05,0.00727562,0.00727285,0.00727869,6.02294e-09,-0.00193212,-1.33757e-08,0.0127492,5.09596e-06,-4.69179e-06,0.631973,0.631973,1
23,0.00322,-0.000282972,0.0131374,5.67252e-05,4.70531e-06,0.000507548,0.00051073,3.46591e-05,6.12528e-05,-0.160107,0,-0.06678,1,1.00223,-1.2058e-07,-3.68304e-06,3.80362e-06,-6.13015e-10,-0.00328998,-1.73893e-08,0.00328998,0.0729212,0.130393,0.0110487,0.00286957,4.46591e-05,3.46591e-05,0.00736571,0.00736258,0.00736912,6.58644e-09,-0.00200035,-1.37112e-08,0.0129138,5.0595e-06,1.36899e-06,0.640045,0.640045,1
24,0.00336,-0.000289591,0.0133097,5.68384e-05,-9.97999e-07,-0.00393968,0.00394009,3.69137e-05,6.34366e-05,-0.160106,0,-0.06664,1,1.00222,-1.14903e-07,-4.0744e-06,4.1893e-06,4.25149e-10,-0.00331605,-1.76393e-08,0.00331606,0.0735539,0.129892,0.0111838,0.00289341,4.69137e-05,3.69137e-05,0.0074558,0.00745231,0.00745956,7.14998e-09,-0.00206859,-1.40467e-08,0.0130786,5.02303e-06,7.43009e-06,0.648118,0.648118,1
25,0.0035,-0.00029621,0.013482,5.69515e-05,-6.701e-06,-0.00838666,0.00838686,3.91681e-05,6.56203e-05,-0.160106,0,-0.0665,1,1.00221,-1.09227e-07,-4.46574e-06,4.57497e-06,1.46326e-09,-0.00334212,-1.78892e-08,0.00334213,0.0741866,0.12939,0.011319,0.00291725,4.91681e-05,3.91681e-05,0.00754589,0.00754204,0.00754998,7.71348e-09,-0.00213682,-1.43821e-08,0.0132435,4.98657e-06,1.34909e-05,0.65619,0.65619,1
26,0.00364,-0.00030283,0.0136543,5.70647e-05,-1.24043e-05,-0.0128339,0.012834,4.14226e-05,6.78041e-05,-0.160105,0,-0.06636,1,1.0022,-1.0355e-07,-4.8571e-06,4.96065e-06,2.50142e-09,-0.00336819,-1.81391e-08,0.0033682,0.0748193,0.128889,0.0114541,0.0029411,5.14226e-05,4.14226e-05,0.00763598,0.00763177,0.00764042,8.27702e-09,-0.00220506,-1.47176e-08,0.0134086,4.95011e-06,1.9552e-05,0.664263,0.664263,1
27,0.00378,-0.000309449,0.0138265,5.71779e-05,-1.81073e-05,-0.0172809,0.017281,4.3677e-05,6.99878e-05,-0.160105,0,-0.06622,1,1.00219,-9.78734e-08,-5.24844e-06,5.34631e-06,3.53953e-09,-0.00339426,-1.8389e-08,0.00339427,0.0754519,0.128387,0.0115892,0.00296494,5.3677e-05,4.3677e-05,0.00772606,0.0077215,0.00773085,8.84052e-09,-0.0022733,-1.50531e-08,0.0135738,4.91364e-06,2.56127e-05,0.672336,0.672336,1
28,0.00392,-0.000316068,0.0139988,5.7291e-05,-2.38103e-05,-0.0217279,0.021728,4.59314e-05,7.21714e-05,-0.160104,0,-0.06608,1,1.00218,-9.21969e-08,-5.63979e-06,5.73198e-06,4.57764e-09,-0.00342033,-1.86389e-08,0.00342034,0.0760846,0.127886,0.0117243,0.00298878,5.59314e-05,4.59314e-05,0.00781615,0.00781123,0.00782128,9.40402e-09,-0.00234153,-1.53885e-08,0.0137391,4.87718e-06,3.16735e-05,0.680408,0.680408,1
29,0.00406,-0.000322688,0.0141711,5.74042e-05,-2.95136e-05,-0.0261751,0.0261752,4.81859e-05,7.43552e-05,-0.160104,0,-0.06594,1,1.00217,-8.65201e-08,-6.03115e-06,6.11766e-06,5.61581e-09,-0.0034464,-1.88888e-08,0.00344641,0.0767173,0.127385,0.0118595,0.00301262,5.81859e-05,4.81859e-05,0.00790624,0.00790096,0.00791171,9.96756e-09,-0.00240977,-1.5724e-08,0.0139045,4.84072e-06,3.77346e-05,0.688481,0.688481,1
30,0.0042,-0.000329307,0.0143433,5.75173e-05,-3.52166e-05,-0.0306221,0.0306221,5.04403e-05,7.65389e-05,-0.160103,0,-0.0658,1,1.00216,-8.08436e-08,-6.42249e-06,6.50333e-06,6.65391e-09,-0.00347247,-1.91387e-08,0.00347248,0.0773499,0.126883,0.0119946,0.00303646,6.04403e-05,5.04403e-05,0.00799633,0.00799069,0.00800214,1.05311e-08,-0.002478,-1.60595e-08,0.0140701,4.80426e-06,4.37954e-05,0.696553,0.696553,1
31,0.00434,-0.000335926,0.0145156,5.76305e-05,-4.09199e-05,-0.0350693,0.0350694,5.26948e-05,7.87227e-05,-0.160103,0,-0.06566,1,1.00215,-7.51668e-08,-6.81385e-06,6.88901e-06,7.69208e-09,-0.00349854,-1.93886e-08,0.00349855,0.0779826,0.126382,0.0121297,0.0030603,6.26948e-05,5.26948e-05,0.00808642,0.00808042,0.00809258,1.10946e-08,-0.00254624,-1.6395e-08,0.0142357,4.76779e-06,4.98565e-05,0.704626,0.704626,1
32,0.00448,-0.000342546,0.0146879,5.77437e-05,-4.66229e-05,-0.0395163,0.0395164,5.49492e-05,8.09064e-05,-0.160103,0,-0.06552,1,1.00214,-6.94903e-08,-7.20519e-06,7.27468e-06,8.73019e-09,-0.00352461,-1.96385e-08,0.00352462,0.0786153,0.12588,0.0122648,0.00308415,6.49492e-05,5.49492e-05,0.00817651,0.00817015,0.00818301,1.16581e-08,-0.00261448,-1.67304e-08,0.0144015,4.73133e-06,5.59173e-05,0.712698,0.712698,1
33,0.00462,-0.000349165,0.0148601,5.78568e-05,-5.23262e-05,-0.0439635,0.0439636,5.72037e-05,8.30902e-05,-0.160102,0,-0.06538,1,1.00214,-6.38135e-08,-7.59655e-06,7.66036e-06,9.76835e-09,-0.00355068,-1.98884e-08,0.00355069,0.079248,0.125379,0.0124,0.00310799,6.72037e-05,5.72037e-05,0.0082666,0.00825988,0.00827344,1.22216e-08,-0.00268271,-1.70659e-08,0.0145674,4.69486e-06,6.19784e-05,0.720771,0.720771,1
34,0.00476,-0.000355784,0.0150324,5.797e-05,-5.80292e-05,-0.0484105,0.0484106,5.94581e-05,8.52739e-05,-0.160102,0,-0.06524,1,1.00213,-5.8137e-08,-7.9879e-06,8.04603e-06,1.08065e-08,-0.00357674,-2.01383e-08,0.00357676,0.0798806,0.124877,0.0125351,0.00313183,6.94581e-05,5.94581e-05,0.00835668,0.00834961,0.00836387,1.27851e-08,-0.00275095,-1.74014e-08,0.0147334,4.6584e-06,6.80391e-05,0.728843,0.728843,1
35,0.0049,-0.000362404,0.0152047,5.80831e-05,-6.37325e-05,-0.0528577,0.0528578,6.17126e-05,8.74577e-05,-0.160101,0,-0.0651,1,1.00212,-5.24602e-08,-8.37926e-06,8.43171e-06,1.18446e-08,-0.00360281,-2.03882e-08,0.00360283,0.0805133,0.124376,0.0126702,0.00315567,7.17126e-05,6.17126e-05,0.00844677,0.00843934,0.00845431,1.33487e-08,-0.00281919,-1.77369e-08,0.0148995,4.62194e-06,7.41002e-05,0.736916,0.736916,1
36,0.00504,-0.000369023,0.0153769,5.81963e-05,-6.94355e-05,-0.0573047,0.0573048,6.3967e-05,8.96414e-05,-0.160101,0,-0.06496,1,1.00211,-4.67837e-08,-8.7706e-06,8.81738e-06,1.28827e-08,-0.00362888,-2.06381e-08,0.00362891,0.081146,0.123874,0.0128053,0.00317951,7.3967e-05,6.3967e-05,0.00853686,0.00852907,0.00854474,1.39122e-08,-0.00288742,-1.80723e-08,0.0150656,4.58548e-06,8.0161e-05,0.744989,0.744989,1
37,0.00518,-0.000375642,0.0155492,5.83095e-05,-7.51388e-05,-0.0617519,0.061752,6.62215e-05,9.18252e-05,-0.1601,0,-0.06482,1,1.0021,-4.11069e-08,-9.16196e-06,9.20306e-06,1.39209e-08,-0.00365495,-2.0888e-08,0.00365498,0.0817787,0.123373,0.0129405,0.00320336,7.62215e-05,6.62215e-05,0.00862695,0.0086188,0.00863517,1.44757e-08,-0.00295566,-1.84078e-08,0.0152319,4.54901e-06,8.62221e-05,0.753061,0.753061,1
38,0.00532,-0.000382262,0.0157215,5.84226e-05,-8.08418e-05,-0.0661989,0.066199,6.84759e-05,9.40088e-05,-0.1601,0,-0.06468,1,1.00209,-3.54304e-08,-9.5533e-06,9.58873e-06,1.4959e-08,-0.00368102,-2.11379e-08,0.00368105,0.0824113,0.122871,0.0130756,0.0032272,7.84759e-05,6.84759e-05,0.00871704,0.00870853,0.0087256,1.50392e-08,-0.00302389,-1.87433e-08,0.0153982,4.51255e-06,9.22829e-05,0.761134,0.761134,1
39,0.00546,-0.000388881,0.0158938,5.85358e-05,-8.65451e-05,-0.0706461,0.0706462,7.07304e-05,9.61926e-05,-0.160099,0,-0.06454,1,1.00208,-2.97536e-08,-9.94467e-06,9.97441e-06,1.59972e-08,-0.00370709,-2.13878e-08,0.00370712,0.083044,0.12237,0.0132107,0.00325104,8.07304e-05,7.07304e-05,0.00880713,0.00879826,0.00881604,1.56027e-08,-0.00309213,-1.90787e-08,0.0155647,4.47608e-06,9.8344e-05,0.769207,0.769207,1
40,0.0056,-0.0003955,0.016066,5.86489e-05,-9.22481e-05,-0.0750931,0.0750932,7.29848e-05,9.83763e-05,-0.160099,0,-0.0644,1,1.00207,-2.40771e-08,-1.0336e-05,1.03601e-05,1.70353e-08,-0.00373316,-2.16377e-08,0.00373319,0.0836767,0.121869,0.0133459,0.00327488,8.29848e-05,7.29848e-05,0.00889722,0.00888799,0.00890647,1.61663e-08,-0.00316036,-1.94142e-08,0.0157312,4.43962e-06,0.000104405,0.777279,0.777279,1
41,0.00574,-0.00040212,0.0162383,5.87621e-05,-9.79515e-05,-0.0795404,0.0795404,7.52393e-05,0.00010056,-0.160098,0,-0.06426,1,1.00206,-1.84003e-08,-1.07274e-05,1.07458e-05,1.80734e-08,-0.00375923,-2.18876e-08,0.00375926,0.0843094,0.121367,0.013481,0.00329872,8.52393e-05,7.52393e-05,0.00898731,0.00897773,0.0089969,1.67298e-08,-0.0032286,-1.97497e-08,0.0158978,4.40316e-06,0.000110466,0.785352,0.785352,1
42,0.00588,-0.000408739,0.0164106,5.88753e-05,-0.000103654,-0.0839873,0.0839874,7.74937e-05,0.000102744,-0.160098,0,-0.06412,1,1.00205,-1.27238e-08,-1.11187e-05,1.11314e-05,1.91116e-08,-0.0037853,-2.21375e-08,0.00378533,0.084942,0.120866,0.0136161,0.00332256,8.74937e-05,7.74937e-05,0.00907739,0.00906745,0.00908733,1.72933e-08,-0.00329684,-2.00851e-08,0.0160644,4.3667e-06,0.000116527,0.793424,0.793424,1
43,0.00602,-0.000413692,0.016536,5.8959e-05,-0.000108218,-0.0872524,0.0872525,7.95921e-05,0.000104745,-0.160098,0,-0.06398,1,1.00204,-1.75319e-09,-1.15185e-05,1.15202e-05,2.00202e-08,-0.00380344,-2.23595e-08,0.00380347,0.0852061,0.120269,0.013713,0.00334992,8.95921e-05,7.95921e-05,0.00914198,0.00913167,0.00915227,1.77966e-08,-0.00335226,-2.03777e-08,0.0161853,4.33076e-06,0.000123259,0.800984,0.800984,1
44,0.00616,-0.00040865,0.0163807,5.88659e-05,-0.000105945,-0.0834263,0.0834264,8.07539e-05,0.000105648,-0.160097,0,-0.06384,1,1.00204,4.09699e-08,-1.19687e-05,1.19277e-05,2.01522e-08,-0.00377399,-2.24138e-08,0.00377403,0.0832591,0.119097,0.0135804,0.00339832,9.07539e-05,8.07539e-05,0.00905362,0.00904285,0.00906425,1.79386e-08,-0.00333085,-2.0413e-08,0.0160311,4.29798e-06,0.000134017,0.805463,0.805463,1
45,0.0063,-0.000403609,0.0162254,5.87728e-05,-0.000103672,-0.0795999,0.0796,8.19158e-05,0.000106552,-0.160096,0,-0.0637,1,1.00203,8.36954e-08,-1.24189e-05,1.23352e-05,2.02841e-08,-0.00374455,-2.24682e-08,0.00374459,0.0813121,0.117926,0.0134478,0.00344673,9.19158e-05,8.19158e-05,0.00896526,0.00895402,0.00897622,1.80807e-08,-0.00330943,-2.04484e-08,0.0158769,4.2652e-06,0.000144775,0.809944,0.809944,1
46,0.00644,-0.000398567,0.0160701,5.86797e-05,-0.000101398,-0.0757738,0.0757739,8.30776e-05,0.000107455,-0.160096,0,-0.06356,1,1.00202,1.26418e-07,-1.28691e-05,1.27427e-05,2.04161e-08,-0.00371511,-2.25225e-08,0.00371515,0.0793651,0.116755,0.0133152,0.00349514,9.30776e-05,8.30776e-05,0.00887689,0.0088652,0.00888821,1.82227e-08,-0.00328801,-2.04837e-08,0.0157227,4.23241e-06,0.000155532,0.814424,0.814424,1
47,0.00658,-0.000393525,0.0159147,5.85866e-05,-9.91251e-05,-0.0719475,0.0719476,8.42394e-05,0.000108359,-0.160095,0,-0.06342,1,1.00201,1.69144e-07,-1.33194e-05,1.31502e-05,2.0548e-08,-0.00368566,-2.25768e-08,0.00368571,0.0774181,0.115584,0.0131826,0.00354355,9.42394e-05,8.42394e-05,0.00878853,0.00877638,0.00880019,1.83647e-08,-0.00326659,-2.0519e-08,0.0155685,4.19963e-06,0.000166291,0.818904,0.818904,1
48,0.00672,-0.000388484,0.0157594,5.84935e-05,-9.6852e-05,-0.0681214,0.0681215,8.54012e-05,0.000109262,-0.160094,0,-0.06328,1,1.002,2.11867e-07,-1.37696e-05,1.35577e-05,2.068e-08,-0.00365622,-2.26311e-08,0.00365627,0.0754711,0.114413,0.01305,0.00359195,9.54012e-05,8.54012e-05,0.00870016,0.00868755,0.00871217,1.85068e-08,-0.00324517,-2.05543e-08,0.0154143,4.16685e-06,0.000177048,0.823384,0.823384,1
49,0.00686,-0.000383442,0.0156041,5.84004e-05,-9.45787e-05,-0.0642951,0.0642952,8.65631e-05,0.000110166,-0.160094,0,-0.06314,1,1.00199,2.54592e-07,-1.42198e-05,1.39652e-05,2.08119e-08,-0.00362677,-2.26855e-08,0.00362683,0.0735241,0.113242,0.0129173,0.00364036,9.65631e-05,8.65631e-05,0.0086118,0.00859873,0.00862414,1.86488e-08,-0.00322375,-2.05896e-08,0.0152601,4.13407e-06,0.000187806,0.827864,0.827864,1
50,0.007,-0.0003784,0.0154487,5.83073e-05,-9.23056e-05,-0.060469,0.060469,8.77249e-05,0.000111069,-0.160093,0,-0.063,1,1.00198,2.97316e-07,-1.467e-05,1.43727e-05,2.09438e-08,-0.00359733,-2.27398e-08,0.00359739,0.0715771,0.112071,0.0127847,0.00368877,9.77249e-05,8.77249e-05,0.00852344,0.00850991,0.00853613,1.87908e-08,-0.00320234,-2.06249e-08,0.0151059,4.10129e-06,0.000198564,0.832344,0.832344,1
51,0.00714,-0.000373358,0.0152934,5.82143e-05,-9.00323e-05,-0.0566426,0.0566427,8.88867e-05,0.000111973,-0.160093,0,-0.06286,1,1.00197,3.40041e-07,-1.51203e-05,1.47802e-05,2.10758e-08,-0.00356788,-2.27941e-08,0.00356794,0.0696301,0.1109,0.0126521,0.00373718,9.88867e-05,8.88867e-05,0.00843507,0.00842108,0.0084481,1.89329e-08,-0.00318092,-2.06602e-08,0.0149517,4.06851e-06,0.000209322,0.836824,0.836824,1
52,0.00728,-0.000368317,0.0151381,5.81212e-05,-8.77591e-05,-0.0528165,0.0528166,9.00485e-05,0.000112876,-0.160092,0,-0.06272,1,1.00196,3.82764e-07,-1.55705e-05,1.51877e-05,2.12077e-08,-0.00353844,-2.28484e-08,0.0035385,0.0676831,0.109729,0.0125195,0.00378559,0.000100049,9.00485e-05,0.00834671,0.00833226,0.00836009,1.90749e-08,-0.0031595,-2.06955e-08,0.0147976,4.03573e-06,0.00022008,0.841304,0.841304,1
