Point ID,arc_length,div(phi),magR,momentError_0,momentError_1,momentError_2,momentError_Magnitude,nut,nuTilda,p,Points_0,Points_1,Points_2,Points_Magnitude,turbulenceProperties:devReff_0,turbulenceProperties:devReff_1,turbulenceProperties:devReff_2,turbulenceProperties:devReff_3,turbulenceProperties:devReff_4,turbulenceProperties:devReff_5,turbulenceProperties:devReff_Magnitude,turbulenceProperties:epsilon,turbulenceProperties:I,turbulenceProperties:k,turbulenceProperties:L,turbulenceProperties:nuEff,turbulenceProperties:nut,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5,turbulenceProperties:R_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
828,0.11592,-0.000183395,0.00176522,-1.97455e-05,6.34384e-05,-0.000161177,0.000174334,4.62585e-05,7.91082e-05,-0.160019,0,0.04592,1,1.00105,5.16183e-06,-8.6492e-06,3.48737e-06,-4.82835e-09,0.000383171,-1.47955e-08,0.000383319,0.00136835,0.0268124,0.00147658,0.00857558,5.62585e-05,4.62585e-05,0.000988608,0.000977098,0.00098746,-3.88253e-09,0.00032049,-1.22696e-08,0.00173489,-7.3015e-08,-0.00216023,1.13165,1.13165,1
829,0.11606,-0.000180898,0.00183773,-1.96299e-05,6.31326e-05,-0.000161958,0.000174933,4.73779e-05,8.00073e-05,-0.160019,0,0.04606,1,1.00106,5.22064e-06,-9.07797e-06,3.85733e-06,-4.84646e-09,0.000400154,-1.5165e-08,0.00040031,0.00146334,0.0274318,0.00153655,0.00836712,5.73779e-05,4.73779e-05,0.00102865,0.0010167,0.00102775,-3.91578e-09,0.000335742,-1.26216e-08,0.00180577,-6.20534e-08,-0.0021512,1.13081,1.13081,1
830,0.1162,-0.000179045,0.00192955,-1.95328e-05,6.29215e-05,-0.000164623,0.000177317,4.85704e-05,8.0919e-05,-0.160019,0,0.0462,1,1.00107,5.25908e-06,-9.58834e-06,4.32926e-06,-4.83531e-09,0.000422372,-1.55495e-08,0.000422536,0.00161072,0.0280709,0.00161208,0.00828822,5.85704e-05,4.85704e-05,0.00107905,0.00106659,0.00107852,-3.92027e-09,0.000356158,-1.29962e-08,0.00189526,-5.31283e-08,-0.00213689,1.12964,1.12964,1
831,0.11634,-0.000177193,0.00202137,-1.94357e-05,6.27104e-05,-0.000167288,0.000179709,4.97629e-05,8.18307e-05,-0.16002,0,0.04634,1,1.00107,5.29752e-06,-1.00987e-05,4.80119e-06,-4.82417e-09,0.00044459,-1.59339e-08,0.000444762,0.00175809,0.0287101,0.00168761,0.00820931,5.97629e-05,4.97629e-05,0.00112946,0.00111648,0.00112929,-3.92476e-09,0.000376574,-1.33707e-08,0.00198477,-4.42033e-08,-0.00212258,1.12847,1.12848,1
832,0.11648,-0.00017534,0.00211319,-1.93385e-05,6.24993e-05,-0.000169952,0.000182109,5.09554e-05,8.27424e-05,-0.16002,0,0.04648,1,1.00108,5.33595e-06,-1.06091e-05,5.27312e-06,-4.81303e-09,0.000466808,-1.63183e-08,0.000466988,0.00190547,0.0293493,0.00176315,0.00813041,6.09554e-05,5.09554e-05,0.00117986,0.00116637,0.00118006,-3.92924e-09,0.000396989,-1.37453e-08,0.00207428,-3.52783e-08,-0.00210827,1.12731,1.12731,1
833,0.11662,-0.000173488,0.00220501,-1.92414e-05,6.22881e-05,-0.000172617,0.000184517,5.21479e-05,8.36541e-05,-0.160021,0,0.04662,1,1.00109,5.37439e-06,-1.11194e-05,5.74505e-06,-4.80189e-09,0.000489025,-1.67028e-08,0.000489215,0.00205285,0.0299885,0.00183868,0.0080515,6.21479e-05,5.21479e-05,0.00123026,0.00121626,0.00123084,-3.93373e-09,0.000417405,-1.41198e-08,0.00216379,-2.63532e-08,-0.00209396,1.12614,1.12615,1
834,0.11676,-0.000171636,0.00229683,-1.91442e-05,6.2077e-05,-0.000175281,0.000186932,5.33404e-05,8.45658e-05,-0.160021,0,0.04676,1,1.00109,5.41282e-06,-1.16298e-05,6.21697e-06,-4.79075e-09,0.000511243,-1.70872e-08,0.000511442,0.00220022,0.0306276,0.00191421,0.0079726,6.33404e-05,5.33404e-05,0.00128066,0.00126615,0.00128161,-3.93822e-09,0.000437821,-1.44944e-08,0.00225331,-1.74282e-08,-0.00207965,1.12498,1.12498,1
835,0.1169,-0.000169783,0.00238865,-1.90471e-05,6.18659e-05,-0.000177946,0.000189354,5.4533e-05,8.54775e-05,-0.160021,0,0.0469,1,1.0011,5.45126e-06,-1.21402e-05,6.6889e-06,-4.77961e-09,0.000533461,-1.74716e-08,0.000533669,0.0023476,0.0312668,0.00198974,0.0078937,6.4533e-05,5.4533e-05,0.00133106,0.00131603,0.00133238,-3.9427e-09,0.000458237,-1.4869e-08,0.00234284,-8.50318e-09,-0.00206534,1.12381,1.12382,1
836,0.11704,-0.000167931,0.00248048,-1.89499e-05,6.16548e-05,-0.00018061,0.000191782,5.57255e-05,8.63892e-05,-0.160022,0,0.04704,1,1.00111,5.4897e-06,-1.26505e-05,7.16083e-06,-4.76847e-09,0.000555679,-1.78561e-08,0.000555896,0.00249498,0.031906,0.00206527,0.00781479,6.57255e-05,5.57255e-05,0.00138146,0.00136592,0.00138315,-3.94719e-09,0.000478653,-1.52435e-08,0.00243237,4.21847e-10,-0.00205103,1.12265,1.12265,1
837,0.11718,-0.000166078,0.0025723,-1.88528e-05,6.14436e-05,-0.000183275,0.000194217,5.6918e-05,8.73009e-05,-0.160022,0,0.04718,1,1.00111,5.52813e-06,-1.31609e-05,7.63276e-06,-4.75733e-09,0.000577897,-1.82405e-08,0.000578124,0.00264235,0.0325452,0.0021408,0.00773589,6.6918e-05,5.6918e-05,0.00143186,0.00141581,0.00143393,-3.95168e-09,0.000499069,-1.56181e-08,0.0025219,9.34688e-09,-0.00203672,1.12148,1.12148,1
838,0.11732,-0.000164226,0.00266412,-1.87556e-05,6.12325e-05,-0.000185939,0.000196659,5.81105e-05,8.82126e-05,-0.160022,0,0.04732,1,1.00112,5.56657e-06,-1.36712e-05,8.10469e-06,-4.74618e-09,0.000600115,-1.86249e-08,0.000600351,0.00278973,0.0331843,0.00221633,0.00765698,6.81105e-05,5.81105e-05,0.00148227,0.0014657,0.0014847,-3.95616e-09,0.000519485,-1.59926e-08,0.00261143,1.82719e-08,-0.00202241,1.12032,1.12032,1
839,0.11746,-0.000162374,0.00275594,-1.86585e-05,6.10214e-05,-0.000188604,0.000199106,5.9303e-05,8.91243e-05,-0.160023,0,0.04746,1,1.00113,5.60501e-06,-1.41816e-05,8.57662e-06,-4.73504e-09,0.000622333,-1.90093e-08,0.000622579,0.0029371,0.0338235,0.00229186,0.00757808,6.9303e-05,5.9303e-05,0.00153267,0.00151559,0.00153547,-3.96065e-09,0.0005399,-1.63672e-08,0.00270097,2.71969e-08,-0.00200809,1.11915,1.11915,1
840,0.1176,-0.000160521,0.00284776,-1.85614e-05,6.08103e-05,-0.000191268,0.000201559,6.04955e-05,9.00359e-05,-0.160023,0,0.0476,1,1.00113,5.64344e-06,-1.4692e-05,9.04854e-06,-4.7239e-09,0.000644551,-1.93938e-08,0.000644806,0.00308448,0.0344627,0.0023674,0.00749917,7.04955e-05,6.04955e-05,0.00158307,0.00156548,0.00158624,-3.96514e-09,0.000560316,-1.67417e-08,0.00279051,3.6122e-08,-0.00199378,1.11799,1.11799,1
841,0.11774,-0.000158669,0.00293958,-1.84642e-05,6.05991e-05,-0.000193933,0.000204018,6.1688e-05,9.09476e-05,-0.160024,0,0.04774,1,1.00114,5.68188e-06,-1.52023e-05,9.52047e-06,-4.71276e-09,0.000666769,-1.97782e-08,0.000667034,0.00323186,0.0351018,0.00244293,0.00742027,7.1688e-05,6.1688e-05,0.00163347,0.00161537,0.00163701,-3.96962e-09,0.000580732,-1.71163e-08,0.00288005,4.5047e-08,-0.00197947,1.11682,1.11682,1
842,0.11788,-0.000156816,0.0030314,-1.83671e-05,6.0388e-05,-0.000196597,0.000206482,6.28805e-05,9.18593e-05,-0.160024,0,0.04788,1,1.00115,5.72031e-06,-1.57127e-05,9.9924e-06,-4.70162e-09,0.000688986,-2.01626e-08,0.000689262,0.00337923,0.035741,0.00251846,0.00734136,7.28805e-05,6.28805e-05,0.00168387,0.00166526,0.00168779,-3.97411e-09,0.000601148,-1.74908e-08,0.0029696,5.3972e-08,-0.00196516,1.11566,1.11566,1
843,0.11802,-0.000154964,0.00312322,-1.82699e-05,6.01769e-05,-0.000199262,0.000208951,6.4073e-05,9.2771e-05,-0.160024,0,0.04802,1,1.00115,5.75875e-06,-1.62231e-05,1.04643e-05,-4.69048e-09,0.000711204,-2.05471e-08,0.00071149,0.00352661,0.0363802,0.00259399,0.00726246,7.4073e-05,6.4073e-05,0.00173427,0.00171514,0.00173856,-3.9786e-09,0.000621564,-1.78654e-08,0.00305914,6.28971e-08,-0.00195085,1.11449,1.11449,1
844,0.11816,-0.000153112,0.00321504,-1.81728e-05,5.99658e-05,-0.000201927,0.000211425,6.52655e-05,9.36827e-05,-0.160025,0,0.04816,1,1.00116,5.79719e-06,-1.67334e-05,1.09363e-05,-4.67934e-09,0.000733422,-2.09315e-08,0.000733718,0.00367398,0.0370194,0.00266952,0.00718356,7.52655e-05,6.52655e-05,0.00178468,0.00176503,0.00178933,-3.98308e-09,0.00064198,-1.824e-08,0.00314869,7.18221e-08,-0.00193654,1.11332,1.11333,1
845,0.1183,-0.000151259,0.00330686,-1.80756e-05,5.97546e-05,-0.000204591,0.000213904,6.6458e-05,9.45944e-05,-0.160025,0,0.0483,1,1.00117,5.83562e-06,-1.72438e-05,1.14082e-05,-4.66819e-09,0.00075564,-2.13159e-08,0.000755945,0.00382136,0.0376585,0.00274505,0.00710465,7.6458e-05,6.6458e-05,0.00183508,0.00181492,0.0018401,-3.98757e-09,0.000662395,-1.86145e-08,0.00323824,8.07471e-08,-0.00192223,1.11216,1.11216,1
846,0.11844,-0.000149407,0.00339869,-1.79785e-05,5.95435e-05,-0.000207256,0.000216388,6.76505e-05,9.55061e-05,-0.160026,0,0.04844,1,1.00117,5.87406e-06,-1.77542e-05,1.18801e-05,-4.65705e-09,0.000777858,-2.17003e-08,0.000778173,0.00396874,0.0382977,0.00282058,0.00702575,7.76505e-05,6.76505e-05,0.00188548,0.00186481,0.00189088,-3.99206e-09,0.000682811,-1.89891e-08,0.00332779,8.96721e-08,-0.00190792,1.11099,1.111,1
847,0.11858,-0.000147554,0.00349051,-1.78813e-05,5.93324e-05,-0.00020992,0.000218876,6.8843e-05,9.64178e-05,-0.160026,0,0.04858,1,1.00118,5.9125e-06,-1.82645e-05,1.2352e-05,-4.64591e-09,0.000800076,-2.20848e-08,0.000800401,0.00411611,0.0389369,0.00289611,0.00694684,7.8843e-05,6.8843e-05,0.00193588,0.0019147,0.00194165,-3.99654e-09,0.000703227,-1.93636e-08,0.00341734,9.85972e-08,-0.00189361,1.10983,1.10983,1
848,0.11872,-0.000145702,0.00358232,-1.77842e-05,5.91213e-05,-0.000212585,0.000221368,7.00355e-05,9.73295e-05,-0.160026,0,0.04872,1,1.00119,5.95093e-06,-1.87749e-05,1.2824e-05,-4.63477e-09,0.000822293,-2.24692e-08,0.000822629,0.00426349,0.039576,0.00297164,0.00686794,8.00355e-05,7.00355e-05,0.00198628,0.00196459,0.00199242,-4.00103e-09,0.000723642,-1.97382e-08,0.00350689,1.07522e-07,-0.0018793,1.10866,1.10866,1
849,0.11886,-0.00014385,0.00367415,-1.7687e-05,5.89101e-05,-0.000215249,0.000223865,7.1228e-05,9.82412e-05,-0.160027,0,0.04886,1,1.00119,5.98937e-06,-1.92852e-05,1.32959e-05,-4.62363e-09,0.000844511,-2.28536e-08,0.000844857,0.00441086,0.0402152,0.00304718,0.00678904,8.1228e-05,7.1228e-05,0.00203668,0.00201448,0.00204319,-4.00552e-09,0.000744058,-2.01127e-08,0.00359645,1.16447e-07,-0.00186499,1.1075,1.1075,1
850,0.119,-0.000141997,0.00376597,-1.75899e-05,5.8699e-05,-0.000217914,0.000226366,7.24205e-05,9.91529e-05,-0.160027,0,0.049,1,1.0012,6.0278e-06,-1.97956e-05,1.37678e-05,-4.61249e-09,0.000866729,-2.3238e-08,0.000867085,0.00455824,0.0408544,0.00312271,0.00671013,8.24205e-05,7.24205e-05,0.00208708,0.00206436,0.00209396,-4.01e-09,0.000764474,-2.04873e-08,0.003686,1.25372e-07,-0.00185068,1.10633,1.10633,1
851,0.11914,-0.000139877,0.00387302,-1.7517e-05,5.85302e-05,-0.000233536,0.000241396,7.34066e-05,9.99128e-05,-0.160028,0,0.04914,1,1.00121,6.00498e-06,-2.01726e-05,1.41677e-05,-4.57533e-09,0.000893477,-2.34865e-08,0.000893837,0.00480549,0.0414581,0.00321021,0.00667924,8.34066e-05,7.34066e-05,0.0021454,0.00212234,0.00215267,-3.98294e-09,0.000789574,-2.07352e-08,0.00379005,1.31288e-07,-0.00183203,1.10465,1.10465,1
852,0.11928,-0.000137756,0.00398007,-1.74441e-05,5.83613e-05,-0.000249159,0.000256497,7.43926e-05,0.000100673,-0.160028,0,0.04928,1,1.00121,5.98215e-06,-2.05497e-05,1.45675e-05,-4.53817e-09,0.000920226,-2.3735e-08,0.00092059,0.00505275,0.0420618,0.00329771,0.00664835,8.43926e-05,7.43926e-05,0.00220373,0.00218031,0.00221138,-3.95587e-09,0.000814674,-2.09831e-08,0.00389411,1.37204e-07,-0.00181338,1.10297,1.10297,1
853,0.11942,-0.000135636,0.00408712,-1.73712e-05,5.81924e-05,-0.000264782,0.000271657,7.53787e-05,0.000101433,-0.160029,0,0.04942,1,1.00122,5.95932e-06,-2.09267e-05,1.49674e-05,-4.50102e-09,0.000946974,-2.39835e-08,0.000947342,0.00530001,0.0426655,0.00338522,0.00661747,8.53786e-05,7.53787e-05,0.00226205,0.00223829,0.00227009,-3.92881e-09,0.000839774,-2.1231e-08,0.00399817,1.43121e-07,-0.00179473,1.10129,1.10129,1
854,0.11956,-0.000133516,0.00419418,-1.72983e-05,5.80236e-05,-0.000280404,0.000286867,7.63647e-05,0.000102192,-0.160029,0,0.04956,1,1.00123,5.9365e-06,-2.13037e-05,1.53672e-05,-4.46386e-09,0.000973722,-2.4232e-08,0.000974095,0.00554727,0.0432693,0.00347272,0.00658658,8.63647e-05,7.63647e-05,0.00232037,0.00229626,0.00232881,-3.90174e-09,0.000864875,-2.14789e-08,0.00410223,1.49037e-07,-0.00177609,1.09961,1.09961,1
855,0.1197,-0.000131395,0.00430123,-1.72254e-05,5.78547e-05,-0.000296027,0.000302119,7.73507e-05,0.000102952,-0.16003,0,0.0497,1,1.00123,5.91367e-06,-2.16808e-05,1.57671e-05,-4.4267e-09,0.00100047,-2.44805e-08,0.00100085,0.00579452,0.043873,0.00356022,0.00655569,8.73507e-05,7.73507e-05,0.00237869,0.00235423,0.00238752,-3.87467e-09,0.000889975,-2.17268e-08,0.00420629,1.54953e-07,-0.00175744,1.09792,1.09792,1
856,0.11984,-0.000129275,0.00440828,-1.71525e-05,5.76858e-05,-0.00031165,0.000317407,7.83368e-05,0.000103712,-0.16003,0,0.04984,1,1.00124,5.89084e-06,-2.20578e-05,1.6167e-05,-4.38955e-09,0.00102722,-2.47289e-08,0.0010276,0.00604178,0.0444767,0.00364773,0.0065248,8.83368e-05,7.83368e-05,0.00243702,0.00241221,0.00244623,-3.84761e-09,0.000915075,-2.19747e-08,0.00431036,1.60869e-07,-0.00173879,1.09624,1.09624,1
857,0.11998,-0.000127155,0.00451533,-1.70796e-05,5.7517e-05,-0.000327272,0.000332727,7.93228e-05,0.000104472,-0.160031,0,0.04998,1,1.00125,5.86801e-06,-2.24348e-05,1.65668e-05,-4.35239e-09,0.00105397,-2.49774e-08,0.00105435,0.00628904,0.0450804,0.00373523,0.00649391,8.93228e-05,7.93228e-05,0.00249534,0.00247018,0.00250494,-3.82054e-09,0.000940175,-2.22226e-08,0.00441443,1.66786e-07,-0.00172014,1.09456,1.09456,1
858,0.12012,-0.000125034,0.00462239,-1.70067e-05,5.73481e-05,-0.000342895,0.000348073,8.03089e-05,0.000105232,-0.160031,0,0.05012,1,1.00126,5.84519e-06,-2.28119e-05,1.69667e-05,-4.31523e-09,0.00108072,-2.52259e-08,0.00108111,0.00653629,0.0456841,0.00382273,0.00646303,9.03089e-05,8.03089e-05,0.00255366,0.00252816,0.00256365,-3.79348e-09,0.000965275,-2.24706e-08,0.0045185,1.72702e-07,-0.0017015,1.09288,1.09288,1
859,0.12026,-0.000122914,0.00472944,-1.69338e-05,5.71792e-05,-0.000358517,0.000363443,8.12949e-05,0.000105992,-0.160032,0,0.05026,1,1.00126,5.82236e-06,-2.31889e-05,1.73665e-05,-4.27808e-09,0.00110746,-2.54744e-08,0.00110786,0.00678355,0.0462878,0.00391024,0.00643214,9.12949e-05,8.12949e-05,0.00261198,0.00258613,0.00262236,-3.76641e-09,0.000990375,-2.27185e-08,0.00462257,1.78618e-07,-0.00168285,1.0912,1.0912,1
860,0.1204,-0.000120793,0.00483649,-1.6861e-05,5.70104e-05,-0.00037414,0.000378834,8.2281e-05,0.000106752,-0.160032,0,0.0504,1,1.00127,5.79953e-06,-2.35659e-05,1.77664e-05,-4.24092e-09,0.00113421,-2.57229e-08,0.00113461,0.00703081,0.0468916,0.00399774,0.00640125,9.2281e-05,8.2281e-05,0.00267031,0.00264411,0.00268107,-3.73934e-09,0.00101548,-2.29664e-08,0.00472664,1.84534e-07,-0.0016642,1.08951,1.08952,1
861,0.12054,-0.000118673,0.00494354,-1.67881e-05,5.68415e-05,-0.000389763,0.000394243,8.3267e-05,0.000107512,-0.160033,0,0.05054,1,1.00128,5.77671e-06,-2.39429e-05,1.81663e-05,-4.20376e-09,0.00116096,-2.59714e-08,0.00116136,0.00727806,0.0474953,0.00408524,0.00637036,9.3267e-05,8.3267e-05,0.00272863,0.00270208,0.00273978,-3.71228e-09,0.00104058,-2.32143e-08,0.00483072,1.90451e-07,-0.00164555,1.08783,1.08783,1
862,0.12068,-0.000116553,0.0050506,-1.67152e-05,5.66726e-05,-0.000405385,0.000409669,8.42531e-05,0.000108272,-0.160033,0,0.05068,1,1.00128,5.75388e-06,-2.432e-05,1.85661e-05,-4.1666e-09,0.00118771,-2.62198e-08,0.00118812,0.00752532,0.048099,0.00417275,0.00633947,9.4253e-05,8.42531e-05,0.00278695,0.00276005,0.00279849,-3.68521e-09,0.00106568,-2.34622e-08,0.00493479,1.96367e-07,-0.00162691,1.08615,1.08615,1
863,0.12082,-0.000114432,0.00515765,-1.66423e-05,5.65038e-05,-0.000421008,0.000425109,8.52391e-05,0.000109032,-0.160034,0,0.05082,1,1.00129,5.73105e-06,-2.4697e-05,1.8966e-05,-4.12945e-09,0.00121446,-2.64683e-08,0.00121487,0.00777258,0.0487027,0.00426025,0.00630859,9.52391e-05,8.52391e-05,0.00284527,0.00281803,0.0028572,-3.65815e-09,0.00109078,-2.37101e-08,0.00503887,2.02283e-07,-0.00160826,1.08447,1.08447,1
864,0.12096,-0.000112312,0.0052647,-1.65694e-05,5.63349e-05,-0.000436631,0.000440562,8.62252e-05,0.000109792,-0.160034,0,0.05096,1,1.0013,5.70823e-06,-2.5074e-05,1.93658e-05,-4.09229e-09,0.00124121,-2.67168e-08,0.00124162,0.00801984,0.0493064,0.00434775,0.0062777,9.62251e-05,8.62252e-05,0.00290359,0.002876,0.00291591,-3.63108e-09,0.00111588,-2.3958e-08,0.00514295,2.08199e-07,-0.00158961,1.08279,1.08279,1
865,0.1211,-0.000110191,0.00537175,-1.64965e-05,5.6166e-05,-0.000452253,0.000456026,8.72112e-05,0.000110551,-0.160035,0,0.0511,1,1.0013,5.6854e-06,-2.54511e-05,1.97657e-05,-4.05513e-09,0.00126795,-2.69653e-08,0.00126838,0.00826709,0.0499101,0.00443526,0.00624681,9.72112e-05,8.72112e-05,0.00296192,0.00293398,0.00297462,-3.60401e-09,0.00114098,-2.42059e-08,0.00524703,2.14115e-07,-0.00157096,1.08111,1.08111,1
866,0.12124,-0.000108071,0.00547881,-1.64236e-05,5.59972e-05,-0.000467876,0.000471501,8.81973e-05,0.000111311,-0.160035,0,0.05124,1,1.00131,5.66257e-06,-2.58281e-05,2.01655e-05,-4.01798e-09,0.0012947,-2.72138e-08,0.00129513,0.00851435,0.0505139,0.00452276,0.00621592,9.81972e-05,8.81973e-05,0.00302024,0.00299195,0.00303333,-3.57695e-09,0.00116608,-2.44538e-08,0.00535112,2.20032e-07,-0.00155232,1.07942,1.07942,1
867,0.12138,-0.000105951,0.00558586,-1.63507e-05,5.58283e-05,-0.000483499,0.000486986,8.91833e-05,0.000112071,-0.160036,0,0.05138,1,1.00132,5.63974e-06,-2.62051e-05,2.05654e-05,-3.98082e-09,0.00132145,-2.74623e-08,0.00132188,0.00876161,0.0511176,0.00461026,0.00618503,9.91833e-05,8.91833e-05,0.00307856,0.00304992,0.00309204,-3.54988e-09,0.00119118,-2.47017e-08,0.0054552,2.25948e-07,-0.00153367,1.07774,1.07774,1
868,0.12152,-0.00010383,0.00569291,-1.62778e-05,5.56594e-05,-0.000499121,0.000502479,9.01694e-05,0.000112831,-0.160036,0,0.05152,1,1.00133,5.61692e-06,-2.65822e-05,2.09653e-05,-3.94366e-09,0.0013482,-2.77107e-08,0.00134864,0.00900886,0.0517213,0.00469777,0.00615414,0.000100169,9.01694e-05,0.00313688,0.0031079,0.00315075,-3.52282e-09,0.00121628,-2.49497e-08,0.00555928,2.31864e-07,-0.00151502,1.07606,1.07606,1
869,0.12166,-0.00010171,0.00579996,-1.62049e-05,5.54906e-05,-0.000514744,0.00051798,9.11554e-05,0.000113591,-0.160037,0,0.05166,1,1.00133,5.59409e-06,-2.69592e-05,2.13651e-05,-3.90651e-09,0.00137495,-2.79592e-08,0.00137539,0.00925612,0.052325,0.00478527,0.00612326,0.000101155,9.11554e-05,0.00319521,0.00316587,0.00320946,-3.49575e-09,0.00124138,-2.51976e-08,0.00566337,2.3778e-07,-0.00149637,1.07438,1.07438,1
870,0.1218,-9.95894e-05,0.00590702,-1.6132e-05,5.53217e-05,-0.000530366,0.000533488,9.21415e-05,0.000114351,-0.160038,0,0.0518,1,1.00134,5.57126e-06,-2.73362e-05,2.1765e-05,-3.86935e-09,0.0014017,-2.82077e-08,0.00140214,0.00950338,0.0529287,0.00487277,0.00609237,0.000102141,9.21415e-05,0.00325353,0.00322385,0.00326817,-3.46868e-09,0.00126648,-2.54455e-08,0.00576746,2.43697e-07,-0.00147772,1.0727,1.0727,1
871,0.12194,-9.7469e-05,0.00601407,-1.60591e-05,5.51528e-05,-0.000545989,0.000549003,9.31275e-05,0.000115111,-0.160038,0,0.05194,1,1.00135,5.54844e-06,-2.77133e-05,2.21648e-05,-3.83219e-09,0.00142845,-2.84562e-08,0.0014289,0.00975063,0.0535324,0.00496028,0.00606148,0.000103127,9.31275e-05,0.00331185,0.00328182,0.00332688,-3.44162e-09,0.00129158,-2.56934e-08,0.00587154,2.49613e-07,-0.00145908,1.07101,1.07102,1
872,0.12208,-9.69213e-05,0.00612244,-1.59924e-05,5.48456e-05,-0.000517887,0.000521028,9.39096e-05,0.000115722,-0.160039,0,0.05208,1,1.00136,5.50068e-06,-2.79464e-05,2.24457e-05,-3.8e-09,0.00145554,-2.8581e-08,0.00145599,0.010052,0.054124,0.00504882,0.00603598,0.000103909,9.39096e-05,0.00337084,0.00334062,0.00338618,-3.41662e-09,0.00131703,-2.5825e-08,0.00597688,2.54429e-07,-0.00144021,1.06906,1.06907,1
873,0.12222,-9.75531e-05,0.00623181,-1.59303e-05,5.44347e-05,-0.000456991,0.000460497,9.45386e-05,0.000116222,-0.160039,0,0.05222,1,1.00136,5.43424e-06,-2.80716e-05,2.26373e-05,-3.77153e-09,0.00148288,-2.86132e-08,0.00148333,0.0103941,0.0547064,0.00513815,0.00601452,0.000104539,9.45386e-05,0.00343033,0.00340004,0.00344591,-3.39317e-09,0.00134275,-2.58693e-08,0.00608316,2.58421e-07,-0.00142117,1.06691,1.06692,1
874,0.12236,-9.81849e-05,0.00634118,-1.58681e-05,5.40237e-05,-0.000396095,0.000400077,9.51676e-05,0.000116722,-0.16004,0,0.05236,1,1.00137,5.36779e-06,-2.81968e-05,2.2829e-05,-3.74307e-09,0.00151023,-2.86453e-08,0.00151068,0.0107361,0.0552888,0.00522747,0.00599306,0.000105168,9.51676e-05,0.00348983,0.00345947,0.00350565,-3.36972e-09,0.00136848,-2.59137e-08,0.00618943,2.62413e-07,-0.00140214,1.06476,1.06477,1
875,0.1225,-9.88168e-05,0.00645055,-1.5806e-05,5.36128e-05,-0.000335199,0.000339827,9.57967e-05,0.000117222,-0.16004,0,0.0525,1,1.00138,5.30135e-06,-2.8322e-05,2.30206e-05,-3.7146e-09,0.00153758,-2.86774e-08,0.00153802,0.0110781,0.0558712,0.0053168,0.0059716,0.000105797,9.57967e-05,0.00354932,0.00351889,0.00356539,-3.34627e-09,0.0013942,-2.5958e-08,0.00629571,2.66405e-07,-0.0013831,1.06261,1.06261,1
876,0.12264,-9.94486e-05,0.00655992,-1.57439e-05,5.32019e-05,-0.000274304,0.000279859,9.64257e-05,0.000117722,-0.160041,0,0.05264,1,1.00138,5.23491e-06,-2.84472e-05,2.32123e-05,-3.68613e-09,0.00156492,-2.87096e-08,0.00156536,0.0114202,0.0564536,0.00540612,0.00595014,0.000106426,9.64257e-05,0.00360881,0.00357831,0.00362512,-3.32282e-09,0.00141992,-2.60024e-08,0.00640199,2.70396e-07,-0.00136407,1.06046,1.06046,1
877,0.12278,-0.00010008,0.00666928,-1.56818e-05,5.27909e-05,-0.000213408,0.000220399,9.70547e-05,0.000118222,-0.160041,0,0.05278,1,1.00139,5.16846e-06,-2.85724e-05,2.34039e-05,-3.65766e-09,0.00159227,-2.87417e-08,0.00159271,0.0117622,0.0570361,0.00549544,0.00592868,0.000107055,9.70547e-05,0.0036683,0.00363773,0.00368486,-3.29937e-09,0.00144564,-2.60467e-08,0.00650827,2.74388e-07,-0.00134503,1.05831,1.05831,1
878,0.12292,-0.000100712,0.00677865,-1.56197e-05,5.238e-05,-0.000152512,0.000162011,9.76838e-05,0.000118722,-0.160042,0,0.05292,1,1.0014,5.10202e-06,-2.86975e-05,2.35955e-05,-3.6292e-09,0.00161962,-2.87738e-08,0.00162005,0.0121042,0.0576185,0.00558477,0.00590722,0.000107684,9.76838e-05,0.00372779,0.00369715,0.00374459,-3.27592e-09,0.00147136,-2.60911e-08,0.00661455,2.7838e-07,-0.001326,1.05616,1.05616,1
879,0.12306,-0.000101344,0.00688802,-1.55576e-05,5.1969e-05,-9.16163e-05,0.000106472,9.83128e-05,0.000119222,-0.160043,0,0.05306,1,1.00141,5.03557e-06,-2.88227e-05,2.37872e-05,-3.60073e-09,0.00164697,-2.88059e-08,0.0016474,0.0124463,0.0582009,0.00567409,0.00588576,0.000108313,9.83128e-05,0.00378729,0.00375657,0.00380433,-3.25247e-09,0.00149708,-2.61355e-08,0.00672083,2.82372e-07,-0.00130696,1.05401,1.05401,1
880,0.1232,-0.000101976,0.00699739,-1.54955e-05,5.15581e-05,-3.07203e-05,6.19845e-05,9.89418e-05,0.000119722,-0.160043,0,0.0532,1,1.00141,4.96913e-06,-2.89479e-05,2.39788e-05,-3.57226e-09,0.00167431,-2.88381e-08,0.00167474,0.0127883,0.0587833,0.00576342,0.0058643,0.000108942,9.89418e-05,0.00384678,0.00381599,0.00386407,-3.22902e-09,0.00152281,-2.61798e-08,0.00682711,2.86363e-07,-0.00128793,1.05186,1.05186,1
