Point ID,arc_length,div(phi),magR,momentError_0,momentError_1,momentError_2,momentError_Magnitude,nu,nut,nuTilda,p,Points_0,Points_1,Points_2,Points_Magnitude,turbulenceProperties:devReff_0,turbulenceProperties:devReff_1,turbulenceProperties:devReff_2,turbulenceProperties:devReff_3,turbulenceProperties:devReff_4,turbulenceProperties:devReff_5,turbulenceProperties:devReff_Magnitude,turbulenceProperties:epsilon,turbulenceProperties:I,turbulenceProperties:k,turbulenceProperties:L,turbulenceProperties:nuEff,turbulenceProperties:nut,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5,turbulenceProperties:R_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
760,0.1064,1.27584e-08,0,-4.36958e-06,3.8428e-06,3.0022e-05,3.05807e-05,0.00602344,0,0,9.16457,0,0.0364,1,1.00066,3.63606e-08,2.04848e-07,-2.41209e-07,-9.99104e-08,0.177792,1.52065e-07,0.177792,0,0,0,0,0.00602344,0,0,0,0,0,0,0,0,-6.34385e-07,4.46561e-07,1.47008,1.47008,1
761,0.10654,1.26551e-08,0,-4.39398e-06,3.86268e-06,3.0373e-05,3.09313e-05,0.00601962,0,0,9.16457,0,0.03654,1,1.00067,3.63903e-08,2.05168e-07,-2.41559e-07,-1.0015e-07,0.178402,1.52961e-07,0.178402,0,0,0,0,0.00601962,0,0,0,0,0,0,0,0,-6.32287e-07,4.44518e-07,1.46659,1.46659,1
762,0.10668,1.25518e-08,0,-4.41839e-06,3.88257e-06,3.07241e-05,3.1282e-05,0.00601579,0,0,9.16457,0,0.03668,1,1.00067,3.642e-08,2.05489e-07,-2.41909e-07,-1.0039e-07,0.179013,1.53856e-07,0.179013,0,0,0,0,0.00601579,0,0,0,0,0,0,0,0,-6.30188e-07,4.42475e-07,1.4631,1.4631,1
763,0.10682,1.24485e-08,0,-4.44279e-06,3.90245e-06,3.10751e-05,3.16327e-05,0.00601197,0,0,9.16457,0,0.03682,1,1.00068,3.64497e-08,2.05809e-07,-2.42259e-07,-1.0063e-07,0.179624,1.54751e-07,0.179624,0,0,0,0,0.00601197,0,0,0,0,0,0,0,0,-6.2809e-07,4.40432e-07,1.45961,1.45961,1
764,0.10696,1.23452e-08,0,-4.46719e-06,3.92234e-06,3.14261e-05,3.19835e-05,0.00600815,0,0,9.16457,0,0.03696,1,1.00068,3.64794e-08,2.0613e-07,-2.42609e-07,-1.0087e-07,0.180234,1.55647e-07,0.180234,0,0,0,0,0.00600815,0,0,0,0,0,0,0,0,-6.25992e-07,4.38389e-07,1.45612,1.45612,1
765,0.1071,1.22419e-08,0,-4.49159e-06,3.94222e-06,3.17772e-05,3.23343e-05,0.00600432,0,0,9.16457,0,0.0371,1,1.00069,3.65091e-08,2.0645e-07,-2.42959e-07,-1.01109e-07,0.180845,1.56542e-07,0.180845,0,0,0,0,0.00600432,0,0,0,0,0,0,0,0,-6.23893e-07,4.36346e-07,1.45263,1.45263,1
766,0.10724,1.21385e-08,0,-4.516e-06,3.96211e-06,3.21282e-05,3.26851e-05,0.0060005,0,0,9.16457,0,0.03724,1,1.00069,3.65388e-08,2.06771e-07,-2.4331e-07,-1.01349e-07,0.181455,1.57438e-07,0.181455,0,0,0,0,0.0060005,0,0,0,0,0,0,0,0,-6.21795e-07,4.34304e-07,1.44913,1.44913,1
767,0.10738,1.20352e-08,0,-4.5404e-06,3.98199e-06,3.24792e-05,3.30359e-05,0.00599668,0,0,9.16457,0,0.03738,1,1.0007,3.65684e-08,2.07091e-07,-2.4366e-07,-1.01589e-07,0.182066,1.58333e-07,0.182066,0,0,0,0,0.00599668,0,0,0,0,0,0,0,0,-6.19696e-07,4.32261e-07,1.44564,1.44564,1
768,0.10752,1.19319e-08,0,-4.5648e-06,4.00188e-06,3.28303e-05,3.33868e-05,0.00599285,0,0,9.16457,0,0.03752,1,1.0007,3.65981e-08,2.07412e-07,-2.4401e-07,-1.01829e-07,0.182677,1.59228e-07,0.182677,0,0,0,0,0.00599285,0,0,0,0,0,0,0,0,-6.17598e-07,4.30218e-07,1.44215,1.44215,1
769,0.10766,1.18286e-08,0,-4.58921e-06,4.02176e-06,3.31813e-05,3.37378e-05,0.00598903,0,0,9.16457,0,0.03766,1,1.00071,3.66278e-08,2.07732e-07,-2.4436e-07,-1.02069e-07,0.183287,1.60124e-07,0.183287,0,0,0,0,0.00598903,0,0,0,0,0,0,0,0,-6.155e-07,4.28175e-07,1.43866,1.43866,1
770,0.1078,1.17253e-08,0,-4.61361e-06,4.04164e-06,3.35324e-05,3.40887e-05,0.00598521,0,0,9.16457,0,0.0378,1,1.00071,3.66575e-08,2.08053e-07,-2.4471e-07,-1.02308e-07,0.183898,1.61019e-07,0.183898,0,0,0,0,0.00598521,0,0,0,0,0,0,0,0,-6.13401e-07,4.26132e-07,1.43517,1.43517,1
771,0.10794,1.1622e-08,0,-4.63801e-06,4.06153e-06,3.38834e-05,3.44397e-05,0.00598138,0,0,9.16457,0,0.03794,1,1.00072,3.66872e-08,2.08373e-07,-2.4506e-07,-1.02548e-07,0.184508,1.61914e-07,0.184508,0,0,0,0,0.00598138,0,0,0,0,0,0,0,0,-6.11303e-07,4.24089e-07,1.43167,1.43167,1
772,0.10808,1.15187e-08,0,-4.66241e-06,4.08141e-06,3.42344e-05,3.47907e-05,0.00597756,0,0,9.16457,0,0.03808,1,1.00072,3.67169e-08,2.08694e-07,-2.4541e-07,-1.02788e-07,0.185119,1.6281e-07,0.185119,0,0,0,0,0.00597756,0,0,0,0,0,0,0,0,-6.09204e-07,4.22047e-07,1.42818,1.42818,1
773,0.10822,1.14154e-08,0,-4.68682e-06,4.1013e-06,3.45855e-05,3.51418e-05,0.00597374,0,0,9.16457,0,0.03822,1,1.00073,3.67466e-08,2.09014e-07,-2.45761e-07,-1.03028e-07,0.185729,1.63705e-07,0.185729,0,0,0,0,0.00597374,0,0,0,0,0,0,0,0,-6.07106e-07,4.20004e-07,1.42469,1.42469,1
774,0.10836,1.13121e-08,0,-4.71122e-06,4.12118e-06,3.49365e-05,3.54928e-05,0.00596991,0,0,9.16457,0,0.03836,1,1.00074,3.67763e-08,2.09334e-07,-2.46111e-07,-1.03268e-07,0.18634,1.646e-07,0.18634,0,0,0,0,0.00596991,0,0,0,0,0,0,0,0,-6.05008e-07,4.17961e-07,1.4212,1.4212,1
775,0.1085,1.12088e-08,0,-4.73562e-06,4.14107e-06,3.52876e-05,3.58439e-05,0.00596609,0,0,9.16457,0,0.0385,1,1.00074,3.6806e-08,2.09655e-07,-2.46461e-07,-1.03508e-07,0.186951,1.65496e-07,0.186951,0,0,0,0,0.00596609,0,0,0,0,0,0,0,0,-6.02909e-07,4.15918e-07,1.41771,1.41771,1
776,0.10864,1.11055e-08,0,-4.76003e-06,4.16095e-06,3.56386e-05,3.61951e-05,0.00596227,0,0,9.16457,0,0.03864,1,1.00075,3.68357e-08,2.09975e-07,-2.46811e-07,-1.03747e-07,0.187561,1.66391e-07,0.187561,0,0,0,0,0.00596227,0,0,0,0,0,0,0,0,-6.00811e-07,4.13875e-07,1.41422,1.41422,1
777,0.10878,1.10022e-08,0,-4.78443e-06,4.18084e-06,3.59897e-05,3.65462e-05,0.00595844,0,0,9.16457,0,0.03878,1,1.00075,3.68654e-08,2.10296e-07,-2.47161e-07,-1.03987e-07,0.188172,1.67286e-07,0.188172,0,0,0,0,0.00595844,0,0,0,0,0,0,0,0,-5.98713e-07,4.11832e-07,1.41072,1.41072,1
778,0.10892,1.08989e-08,0,-4.80883e-06,4.20072e-06,3.63407e-05,3.68974e-05,0.00595462,0,0,9.16457,0,0.03892,1,1.00076,3.68951e-08,2.10616e-07,-2.47511e-07,-1.04227e-07,0.188782,1.68182e-07,0.188782,0,0,0,0,0.00595462,0,0,0,0,0,0,0,0,-5.96614e-07,4.0979e-07,1.40723,1.40723,1
779,0.10906,1.07956e-08,0,-4.83323e-06,4.22061e-06,3.66917e-05,3.72486e-05,0.0059508,0,0,9.16457,0,0.03906,1,1.00076,3.69247e-08,2.10937e-07,-2.47861e-07,-1.04467e-07,0.189393,1.69077e-07,0.189393,0,0,0,0,0.0059508,0,0,0,0,0,0,0,0,-5.94516e-07,4.07747e-07,1.40374,1.40374,1
780,0.1092,1.06923e-08,0,-4.85764e-06,4.24049e-06,3.70428e-05,3.75998e-05,0.00594697,0,0,9.16457,0,0.0392,1,1.00077,3.69544e-08,2.11257e-07,-2.48212e-07,-1.04707e-07,0.190003,1.69972e-07,0.190003,0,0,0,0,0.00594697,0,0,0,0,0,0,0,0,-5.92417e-07,4.05704e-07,1.40025,1.40025,1
781,0.10934,1.05889e-08,0,-4.88204e-06,4.26038e-06,3.73938e-05,3.79511e-05,0.00594315,0,0,9.16457,0,0.03934,1,1.00077,3.69841e-08,2.11578e-07,-2.48562e-07,-1.04946e-07,0.190614,1.70868e-07,0.190614,0,0,0,0,0.00594315,0,0,0,0,0,0,0,0,-5.90319e-07,4.03661e-07,1.39676,1.39676,1
782,0.10948,1.04856e-08,0,-4.90644e-06,4.28026e-06,3.77449e-05,3.83023e-05,0.00593933,0,0,9.16457,0,0.03948,1,1.00078,3.70138e-08,2.11898e-07,-2.48912e-07,-1.05186e-07,0.191225,1.71763e-07,0.191225,0,0,0,0,0.00593933,0,0,0,0,0,0,0,0,-5.88221e-07,4.01618e-07,1.39326,1.39326,1
783,0.10962,1.03823e-08,0,-4.93085e-06,4.30015e-06,3.80959e-05,3.86536e-05,0.0059355,0,0,9.16457,0,0.03962,1,1.00078,3.70435e-08,2.12219e-07,-2.49262e-07,-1.05426e-07,0.191835,1.72658e-07,0.191835,0,0,0,0,0.0059355,0,0,0,0,0,0,0,0,-5.86122e-07,3.99575e-07,1.38977,1.38977,1
784,0.10976,1.0279e-08,0,-4.95525e-06,4.32003e-06,3.84469e-05,3.90049e-05,0.00593168,0,0,9.16457,0,0.03976,1,1.00079,3.70732e-08,2.12539e-07,-2.49612e-07,-1.05666e-07,0.192446,1.73554e-07,0.192446,0,0,0,0,0.00593168,0,0,0,0,0,0,0,0,-5.84024e-07,3.97532e-07,1.38628,1.38628,1
785,0.1099,1.01757e-08,0,-4.97965e-06,4.33992e-06,3.8798e-05,3.93563e-05,0.00592786,0,0,9.16457,0,0.0399,1,1.0008,3.71029e-08,2.12859e-07,-2.49962e-07,-1.05906e-07,0.193056,1.74449e-07,0.193056,0,0,0,0,0.00592786,0,0,0,0,0,0,0,0,-5.81925e-07,3.9549e-07,1.38279,1.38279,1
786,0.11004,9.96534e-09,0,-5.02123e-06,4.37312e-06,3.93587e-05,3.9918e-05,0.00592404,0,0,9.16457,0,0.04004,1,1.0008,3.71151e-08,2.13151e-07,-2.50266e-07,-1.06211e-07,0.1937,1.75436e-07,0.1937,0,0,0,0,0.00592404,0,0,0,0,0,0,0,0,-5.79339e-07,3.92987e-07,1.37832,1.37832,1
787,0.11018,9.4873e-09,0,-5.10573e-06,4.43962e-06,4.04438e-05,4.10058e-05,0.00592024,0,0,9.16457,0,0.04018,1,1.00081,3.70835e-08,2.13368e-07,-2.50451e-07,-1.06682e-07,0.194425,1.76653e-07,0.194425,0,0,0,0,0.00592024,0,0,0,0,0,0,0,0,-5.75531e-07,3.89334e-07,1.3714,1.3714,1
788,0.11032,9.00927e-09,0,-5.19023e-06,4.50613e-06,4.15288e-05,4.20938e-05,0.00591644,0,0,9.16457,0,0.04032,1,1.00081,3.70519e-08,2.13585e-07,-2.50637e-07,-1.07152e-07,0.19515,1.7787e-07,0.19515,0,0,0,0,0.00591644,0,0,0,0,0,0,0,0,-5.71723e-07,3.85681e-07,1.36448,1.36448,1
789,0.11046,8.53123e-09,0,-5.27473e-06,4.57263e-06,4.26138e-05,4.31818e-05,0.00591264,0,0,9.16457,0,0.04046,1,1.00082,3.70203e-08,2.13803e-07,-2.50823e-07,-1.07623e-07,0.195875,1.79087e-07,0.195875,0,0,0,0,0.00591264,0,0,0,0,0,0,0,0,-5.67916e-07,3.82028e-07,1.35757,1.35757,1
790,0.1106,8.05319e-09,0,-5.35922e-06,4.63913e-06,4.36988e-05,4.427e-05,0.00590884,0,0,9.16457,0,0.0406,1,1.00082,3.69887e-08,2.1402e-07,-2.51009e-07,-1.08093e-07,0.196601,1.80304e-07,0.196601,0,0,0,0,0.00590884,0,0,0,0,0,0,0,0,-5.64108e-07,3.78375e-07,1.35065,1.35065,1
791,0.11074,7.57515e-09,0,-5.44372e-06,4.70564e-06,4.47839e-05,4.53583e-05,0.00590504,0,0,9.16457,0,0.04074,1,1.00083,3.69571e-08,2.14238e-07,-2.51195e-07,-1.08564e-07,0.197326,1.81521e-07,0.197326,0,0,0,0,0.00590504,0,0,0,0,0,0,0,0,-5.60301e-07,3.74722e-07,1.34373,1.34373,1
792,0.11088,7.09713e-09,0,-5.52822e-06,4.77214e-06,4.58689e-05,4.64466e-05,0.00590124,0,0,9.16457,0,0.04088,1,1.00084,3.69255e-08,2.14455e-07,-2.51381e-07,-1.09034e-07,0.198051,1.82738e-07,0.198051,0,0,0,0,0.00590124,0,0,0,0,0,0,0,0,-5.56493e-07,3.71069e-07,1.33681,1.33681,1
793,0.11102,6.61909e-09,0,-5.61272e-06,4.83864e-06,4.69539e-05,4.75351e-05,0.00589744,0,0,9.16457,0,0.04102,1,1.00084,3.68939e-08,2.14672e-07,-2.51566e-07,-1.09504e-07,0.198776,1.83955e-07,0.198776,0,0,0,0,0.00589744,0,0,0,0,0,0,0,0,-5.52685e-07,3.67416e-07,1.3299,1.3299,1
794,0.11116,6.14106e-09,0,-5.69722e-06,4.90514e-06,4.80389e-05,4.86236e-05,0.00589364,0,0,9.16457,0,0.04116,1,1.00085,3.68623e-08,2.1489e-07,-2.51752e-07,-1.09975e-07,0.199501,1.85172e-07,0.199501,0,0,0,0,0.00589364,0,0,0,0,0,0,0,0,-5.48878e-07,3.63763e-07,1.32298,1.32298,1
795,0.1113,5.66302e-09,0,-5.78172e-06,4.97164e-06,4.91239e-05,4.97122e-05,0.00588984,0,0,9.16457,0,0.0413,1,1.00085,3.68307e-08,2.15107e-07,-2.51938e-07,-1.10445e-07,0.200227,1.86389e-07,0.200227,0,0,0,0,0.00588984,0,0,0,0,0,0,0,0,-5.4507e-07,3.60111e-07,1.31606,1.31606,1
796,0.11144,5.18498e-09,0,-5.86622e-06,5.03815e-06,5.0209e-05,5.08009e-05,0.00588604,0,0,9.16457,0,0.04144,1,1.00086,3.67991e-08,2.15325e-07,-2.52124e-07,-1.10916e-07,0.200952,1.87606e-07,0.200952,0,0,0,0,0.00588604,0,0,0,0,0,0,0,0,-5.41263e-07,3.56458e-07,1.30914,1.30914,1
797,0.11158,4.70695e-09,0,-5.95072e-06,5.10465e-06,5.1294e-05,5.18897e-05,0.00588224,0,0,9.16457,0,0.04158,1,1.00086,3.67675e-08,2.15542e-07,-2.5231e-07,-1.11386e-07,0.201677,1.88823e-07,0.201677,0,0,0,0,0.00588224,0,0,0,0,0,0,0,0,-5.37455e-07,3.52805e-07,1.30222,1.30222,1
798,0.11172,4.22891e-09,0,-6.03522e-06,5.17115e-06,5.2379e-05,5.29785e-05,0.00587844,0,0,9.16457,0,0.04172,1,1.00087,3.67359e-08,2.1576e-07,-2.52496e-07,-1.11857e-07,0.202402,1.90039e-07,0.202402,0,0,0,0,0.00587844,0,0,0,0,0,0,0,0,-5.33647e-07,3.49152e-07,1.29531,1.29531,1
799,0.11186,3.75088e-09,0,-6.11972e-06,5.23766e-06,5.3464e-05,5.40674e-05,0.00587464,0,0,9.16457,0,0.04186,1,1.00088,3.67043e-08,2.15977e-07,-2.52681e-07,-1.12327e-07,0.203127,1.91256e-07,0.203127,0,0,0,0,0.00587464,0,0,0,0,0,0,0,0,-5.2984e-07,3.45499e-07,1.28839,1.28839,1
800,0.112,3.27284e-09,0,-6.20422e-06,5.30416e-06,5.45491e-05,5.51564e-05,0.00587084,0,0,9.16457,0,0.042,1,1.00088,3.66727e-08,2.16194e-07,-2.52867e-07,-1.12798e-07,0.203853,1.92473e-07,0.203853,0,0,0,0,0.00587084,0,0,0,0,0,0,0,0,-5.26032e-07,3.41846e-07,1.28147,1.28147,1
801,0.11214,2.7948e-09,0,-6.28872e-06,5.37066e-06,5.56341e-05,5.62454e-05,0.00586704,0,0,9.16457,0,0.04214,1,1.00089,3.66411e-08,2.16412e-07,-2.53053e-07,-1.13268e-07,0.204578,1.9369e-07,0.204578,0,0,0,0,0.00586704,0,0,0,0,0,0,0,0,-5.22224e-07,3.38193e-07,1.27455,1.27455,1
802,0.11228,2.31677e-09,0,-6.37322e-06,5.43716e-06,5.67191e-05,5.73344e-05,0.00586325,0,0,9.16457,0,0.04228,1,1.00089,3.66095e-08,2.16629e-07,-2.53239e-07,-1.13738e-07,0.205303,1.94907e-07,0.205303,0,0,0,0,0.00586325,0,0,0,0,0,0,0,0,-5.18417e-07,3.3454e-07,1.26764,1.26764,1
803,0.11242,1.83873e-09,0,-6.45772e-06,5.50367e-06,5.78041e-05,5.84235e-05,0.00585945,0,0,9.16457,0,0.04242,1,1.0009,3.65779e-08,2.16847e-07,-2.53425e-07,-1.14209e-07,0.206028,1.96124e-07,0.206028,0,0,0,0,0.00585945,0,0,0,0,0,0,0,0,-5.14609e-07,3.30887e-07,1.26072,1.26072,1
804,0.11256,1.36069e-09,0,-6.54222e-06,5.57017e-06,5.88892e-05,5.95127e-05,0.00585565,0,0,9.16457,0,0.04256,1,1.00091,3.65463e-08,2.17064e-07,-2.5361e-07,-1.14679e-07,0.206753,1.97341e-07,0.206753,0,0,0,0,0.00585565,0,0,0,0,0,0,0,0,-5.10802e-07,3.27234e-07,1.2538,1.2538,1
805,0.1127,8.82655e-10,0,-6.62672e-06,5.63667e-06,5.99742e-05,6.06019e-05,0.00585185,0,0,9.16457,0,0.0427,1,1.00091,3.65147e-08,2.17282e-07,-2.53796e-07,-1.1515e-07,0.207478,1.98558e-07,0.207478,0,0,0,0,0.00585185,0,0,0,0,0,0,0,0,-5.06994e-07,3.23581e-07,1.24688,1.24688,1
806,0.11284,4.04619e-10,0,-6.71122e-06,5.70317e-06,6.10592e-05,6.16911e-05,0.00584805,0,0,9.16457,0,0.04284,1,1.00092,3.64831e-08,2.17499e-07,-2.53982e-07,-1.1562e-07,0.208204,1.99775e-07,0.208204,0,0,0,0,0.00584805,0,0,0,0,0,0,0,0,-5.03186e-07,3.19928e-07,1.23997,1.23997,1
807,0.11298,-7.34178e-11,0,-6.79572e-06,5.76968e-06,6.21442e-05,6.27804e-05,0.00584425,0,0,9.16457,0,0.04298,1,1.00092,3.64516e-08,2.17716e-07,-2.54168e-07,-1.16091e-07,0.208929,2.00992e-07,0.208929,0,0,0,0,0.00584425,0,0,0,0,0,0,0,0,-4.99379e-07,3.16276e-07,1.23305,1.23305,1
808,0.11312,-1.30451e-10,0,-6.78648e-06,5.754e-06,6.24587e-05,6.30892e-05,0.00584222,0,0,9.16457,0,0.04312,1,1.00093,3.63723e-08,2.17591e-07,-2.53963e-07,-1.16508e-07,0.209343,2.01045e-07,0.209343,0,0,0,0,0.00584222,0,0,0,0,0,0,0,0,-4.96359e-07,3.13527e-07,1.22769,1.22769,1
809,0.11326,-1.17313e-10,0,-6.76161e-06,5.72463e-06,6.26447e-05,6.32681e-05,0.00584049,0,0,9.16457,0,0.04326,1,1.00094,3.6285e-08,2.17408e-07,-2.53693e-07,-1.16916e-07,0.209705,2.00903e-07,0.209705,0,0,0,0,0.00584049,0,0,0,0,0,0,0,0,-4.93471e-07,3.1093e-07,1.22259,1.22259,1
810,0.1134,-1.04174e-10,0,-6.73675e-06,5.69526e-06,6.28307e-05,6.3447e-05,0.00583876,0,0,9.16457,0,0.0434,1,1.00094,3.61978e-08,2.17225e-07,-2.53423e-07,-1.17324e-07,0.210067,2.00762e-07,0.210067,0,0,0,0,0.00583876,0,0,0,0,0,0,0,0,-4.90582e-07,3.08332e-07,1.2175,1.2175,1
811,0.11354,-9.10358e-11,0,-6.71188e-06,5.66589e-06,6.30167e-05,6.3626e-05,0.00583704,0,0,9.16457,0,0.04354,1,1.00095,3.61106e-08,2.17042e-07,-2.53153e-07,-1.17733e-07,0.21043,2.00621e-07,0.21043,0,0,0,0,0.00583704,0,0,0,0,0,0,0,0,-4.87694e-07,3.05735e-07,1.2124,1.2124,1
812,0.11368,-7.78974e-11,0,-6.68702e-06,5.63652e-06,6.32028e-05,6.3805e-05,0.00583531,0,0,9.16457,0,0.04368,1,1.00095,3.60233e-08,2.1686e-07,-2.52883e-07,-1.18141e-07,0.210792,2.0048e-07,0.210792,0,0,0,0,0.00583531,0,0,0,0,0,0,0,0,-4.84805e-07,3.03137e-07,1.2073,1.2073,1
813,0.11382,-6.4759e-11,0,-6.66215e-06,5.60714e-06,6.33888e-05,6.39841e-05,0.00583358,0,0,9.16457,0,0.04382,1,1.00096,3.59361e-08,2.16677e-07,-2.52613e-07,-1.18549e-07,0.211154,2.00338e-07,0.211154,0,0,0,0,0.00583358,0,0,0,0,0,0,0,0,-4.81917e-07,3.0054e-07,1.20221,1.20221,1
814,0.11396,-5.16206e-11,0,-6.63729e-06,5.57777e-06,6.35748e-05,6.41632e-05,0.00583185,0,0,9.16457,0,0.04396,1,1.00097,3.58488e-08,2.16494e-07,-2.52343e-07,-1.18958e-07,0.211516,2.00197e-07,0.211516,0,0,0,0,0.00583185,0,0,0,0,0,0,0,0,-4.79028e-07,2.97942e-07,1.19711,1.19711,1
815,0.1141,-3.84823e-11,0,-6.61242e-06,5.5484e-06,6.37608e-05,6.43424e-05,0.00583012,0,0,9.16457,0,0.0441,1,1.00097,3.57616e-08,2.16311e-07,-2.52073e-07,-1.19366e-07,0.211878,2.00149e-07,0.211878,0,0,0,0,0.00583012,0,0,0,0,0,0,0,0,-4.7614e-07,2.95345e-07,1.19201,1.19201,1
816,0.11424,-2.53439e-11,0,-6.58756e-06,5.51903e-06,6.39468e-05,6.45217e-05,0.00582839,0,0,9.16457,0,0.04424,1,1.00098,3.56744e-08,2.16128e-07,-2.51803e-07,-1.19774e-07,0.212241,2.00138e-07,0.212241,0,0,0,0,0.00582839,0,0,0,0,0,0,0,0,-4.73251e-07,2.92747e-07,1.18692,1.18692,1
817,0.11438,-1.22055e-11,0,-6.56269e-06,5.48966e-06,6.41328e-05,6.4701e-05,0.00582666,0,0,9.16457,0,0.04438,1,1.00098,3.55871e-08,2.15946e-07,-2.51533e-07,-1.20183e-07,0.212603,2.00127e-07,0.212603,0,0,0,0,0.00582666,0,0,0,0,0,0,0,0,-4.70363e-07,2.9015e-07,1.18182,1.18182,1
818,0.11452,9.32855e-13,0,-6.53783e-06,5.46029e-06,6.43188e-05,6.48804e-05,0.00582493,0,0,9.16457,0,0.04452,1,1.00099,3.54999e-08,2.15763e-07,-2.51263e-07,-1.20591e-07,0.212965,2.00116e-07,0.212965,0,0,0,0,0.00582493,0,0,0,0,0,0,0,0,-4.67474e-07,2.87552e-07,1.17672,1.17672,1
819,0.11466,1.40712e-11,0,-6.51296e-06,5.43092e-06,6.45049e-05,6.50599e-05,0.0058232,0,0,9.16457,0,0.04466,1,1.001,3.54127e-08,2.1558e-07,-2.50993e-07,-1.20999e-07,0.213327,2.00106e-07,0.213327,0,0,0,0,0.0058232,0,0,0,0,0,0,0,0,-4.64586e-07,2.84955e-07,1.17163,1.17163,1
820,0.1148,2.72093e-11,0,-6.4881e-06,5.40154e-06,6.46909e-05,6.52394e-05,0.00582147,0,0,9.16457,0,0.0448,1,1.001,3.53254e-08,2.15397e-07,-2.50723e-07,-1.21408e-07,0.213689,2.00095e-07,0.213689,0,0,0,0,0.00582147,0,0,0,0,0,0,0,0,-4.61698e-07,2.82357e-07,1.16653,1.16653,1
821,0.11494,4.03476e-11,0,-6.46324e-06,5.37217e-06,6.48769e-05,6.5419e-05,0.00581975,0,0,9.16457,0,0.04494,1,1.00101,3.52382e-08,2.15214e-07,-2.50453e-07,-1.21816e-07,0.214052,2.00084e-07,0.214052,0,0,0,0,0.00581975,0,0,0,0,0,0,0,0,-4.58809e-07,2.7976e-07,1.16143,1.16143,1
822,0.11508,5.3486e-11,0,-6.43837e-06,5.3428e-06,6.50629e-05,6.55986e-05,0.00581802,0,0,9.16457,0,0.04508,1,1.00102,3.5151e-08,2.15032e-07,-2.50183e-07,-1.22224e-07,0.214414,2.00073e-07,0.214414,0,0,0,0,0.00581802,0,0,0,0,0,0,0,0,-4.55921e-07,2.77162e-07,1.15634,1.15634,1
823,0.11522,6.66244e-11,0,-6.41351e-06,5.31343e-06,6.52489e-05,6.57783e-05,0.00581629,0,0,9.16457,0,0.04522,1,1.00102,3.50637e-08,2.14849e-07,-2.49912e-07,-1.22632e-07,0.214776,2.00062e-07,0.214776,0,0,0,0,0.00581629,0,0,0,0,0,0,0,0,-4.53032e-07,2.74565e-07,1.15124,1.15124,1
824,0.11536,7.97627e-11,0,-6.38864e-06,5.28406e-06,6.54349e-05,6.59581e-05,0.00581456,0,0,9.16457,0,0.04536,1,1.00103,3.49765e-08,2.14666e-07,-2.49642e-07,-1.23041e-07,0.215138,2.00051e-07,0.215138,0,0,0,0,0.00581456,0,0,0,0,0,0,0,0,-4.50144e-07,2.71967e-07,1.14614,1.14614,1
825,0.1155,9.29011e-11,0,-6.36378e-06,5.25469e-06,6.56209e-05,6.61379e-05,0.00581283,0,0,9.16457,0,0.0455,1,1.00103,3.48893e-08,2.14483e-07,-2.49372e-07,-1.23449e-07,0.2155,2.0004e-07,0.2155,0,0,0,0,0.00581283,0,0,0,0,0,0,0,0,-4.47255e-07,2.6937e-07,1.14105,1.14105,1
826,0.11564,1.06039e-10,0,-6.33891e-06,5.22532e-06,6.5807e-05,6.63177e-05,0.0058111,0,0,9.16457,0,0.04564,1,1.00104,3.4802e-08,2.143e-07,-2.49102e-07,-1.23857e-07,0.215863,2.00029e-07,0.215863,0,0,0,0,0.0058111,0,0,0,0,0,0,0,0,-4.44367e-07,2.66772e-07,1.13595,1.13595,1
827,0.11578,1.19178e-10,0,-6.31405e-06,5.19594e-06,6.5993e-05,6.64976e-05,0.00580937,0,0,9.16457,0,0.04578,1,1.00105,3.47148e-08,2.14118e-07,-2.48832e-07,-1.24266e-07,0.216225,2.00019e-07,0.216225,0,0,0,0,0.00580937,0,0,0,0,0,0,0,0,-4.41478e-07,2.64175e-07,1.13085,1.13085,1
828,0.11592,1.32316e-10,0,-6.28918e-06,5.16657e-06,6.6179e-05,6.66776e-05,0.00580764,0,0,9.16457,0,0.04592,1,1.00105,3.46275e-08,2.13935e-07,-2.48562e-07,-1.24674e-07,0.216587,2.00008e-07,0.216587,0,0,0,0,0.00580764,0,0,0,0,0,0,0,0,-4.3859e-07,2.61577e-07,1.12576,1.12576,1
829,0.11606,1.61048e-10,0,-6.2504e-06,5.12552e-06,6.62063e-05,6.6698e-05,0.0058058,0,0,9.16457,0,0.04606,1,1.00106,3.4525e-08,2.13595e-07,-2.4812e-07,-1.25009e-07,0.21698,1.9975e-07,0.21698,0,0,0,0,0.0058058,0,0,0,0,0,0,0,0,-4.35641e-07,2.59012e-07,1.12056,1.12056,1
830,0.1162,2.10573e-10,0,-6.19306e-06,5.06888e-06,6.60222e-05,6.65055e-05,0.00580381,0,0,9.16457,0,0.0462,1,1.00107,3.44019e-08,2.13047e-07,-2.47449e-07,-1.25245e-07,0.217416,1.99163e-07,0.217416,0,0,0,0,0.00580381,0,0,0,0,0,0,0,0,-4.32613e-07,2.56489e-07,1.11523,1.11523,1
